trial_type,trial_index,time_elapsed,internal_node_id,subject_id,subject,condition,condition_vector,condition_name,success,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,images,cur_target,cur_target_image,cur_target_type,round_type,set,test_audio,choice,chosen_image,choices,chosen_images,chosen_items,chosen_audio_items,first_choice_location,chosen_images_in_order,chosen_audio_in_order,chosen_items_in_order,sample_num,chosen_index,chosen_audio,central_images
coact-test,86,361158,0.0-86.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,371129.264,,,"[""stims/images/dolphin.png"",""stims/images/bear.png"",""stims/images/narwhal.png"",""stims/images/lynx.png"",""stims/images/porcupine.png"",""stims/images/armadillo.png"",""stims/images/pig.png"",""stims/images/wombat.png""]",bear,stims/images/bear.png,familiar,pretest,3,stims/audio/find_bear.wav,1,stims/images/bear.png,,,,,,,,,,,,
html-button-response,87,361334,0.0-87.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,175,,0,,,,,,,,,,,,,,,,,,,,,
coact-grid,88,382810,0.0-88.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,20171,,,"[""stims/images/frog.png"",""stims/images/wolf.png"",""stims/images/cow.png"",""stims/images/horse.png"",""stims/images/squirrel.png"",""stims/images/cat.png"",""stims/images/duck.png"",""stims/images/butterfly.png""]",,,,,familiar,,,,"[6,5]","[""stims/images/duck.png"",""stims/images/cat.png""]","[""duck"",""cat""]","[""stims/audio/its_duck.wav"",""stims/audio/its_cat.wav""]",right,"[""stims/images/cat.png"",""stims/images/duck.png""]","[""stims/audio/its_cat.wav"",""stims/audio/its_duck.wav""]","[""cat"",""duck""]",0,,,
coact-grid-choice,89,386388,0.0-89.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,3576,,,"[""stims/images/frog.png"",""stims/images/wolf.png"",""stims/images/cow.png"",""stims/images/horse.png"",""stims/images/squirrel.png"",""stims/images/cat.png"",""stims/images/duck.png"",""stims/images/butterfly.png""]",,,,,familiar,,,stims/images/cat.png,,,,,right,"[""stims/images/cat.png"",""stims/images/duck.png""]","[""stims/audio/its_cat.wav"",""stims/audio/its_duck.wav""]","[""cat"",""duck""]",0,1,stims/audio/its_duck.wav,"[""stims/images/duck.png"",""stims/images/cat.png""]"
coact-grid-choice-audio,90,389396,0.0-90.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,3000,,,,,,,,familiar,,,stims/images/cat.png,,,,,right,,,,0,,stims/audio/its_duck.wav,
coact-grid,91,393330,0.0-91.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,2629,,,"[""stims/images/narwhal.png"",""stims/images/dolphin.png"",""stims/images/armadillo.png"",""stims/images/bear.png"",""stims/images/lynx.png"",""stims/images/porcupine.png"",""stims/images/wombat.png"",""stims/images/pig.png""]",,,,,3,,,,"[1,4]","[""stims/images/dolphin.png"",""stims/images/lynx.png""]","[""dolphin"",""lynx""]","[""stims/audio/thats_dolphin.wav"",""stims/audio/thats_lynx.wav""]",right,"[""stims/images/lynx.png"",""stims/images/dolphin.png""]","[""stims/audio/thats_lynx.wav"",""stims/audio/thats_dolphin.wav""]","[""lynx"",""dolphin""]",0,,,
coact-grid-choice,92,396093,0.0-92.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,2761,,,"[""stims/images/narwhal.png"",""stims/images/dolphin.png"",""stims/images/armadillo.png"",""stims/images/bear.png"",""stims/images/lynx.png"",""stims/images/porcupine.png"",""stims/images/wombat.png"",""stims/images/pig.png""]",,,,,3,,,stims/images/lynx.png,,,,,right,"[""stims/images/lynx.png"",""stims/images/dolphin.png""]","[""stims/audio/thats_lynx.wav"",""stims/audio/thats_dolphin.wav""]","[""lynx"",""dolphin""]",0,1,stims/audio/thats_dolphin.wav,"[""stims/images/dolphin.png"",""stims/images/lynx.png""]"
coact-grid-choice-audio,93,399101,0.0-93.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,3003,,,,,,,,3,,,stims/images/lynx.png,,,,,right,,,,0,,stims/audio/thats_dolphin.wav,
coact-grid,94,405149,0.0-94.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,4742,,,"[""stims/images/armadillo.png"",""stims/images/dolphin.png"",""stims/images/porcupine.png"",""stims/images/narwhal.png"",""stims/images/lynx.png"",""stims/images/pig.png"",""stims/images/bear.png"",""stims/images/wombat.png""]",,,,,3,,,,"[1,5]","[""stims/images/dolphin.png"",""stims/images/pig.png""]","[""dolphin"",""pig""]","[""stims/audio/its_dolphin.wav"",""stims/audio/its_pig.wav""]",left,"[""stims/images/dolphin.png"",""stims/images/pig.png""]","[""stims/audio/its_dolphin.wav"",""stims/audio/its_pig.wav""]","[""dolphin"",""pig""]",1,,,
coact-grid-choice,95,406398,0.0-95.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,1249,,,"[""stims/images/armadillo.png"",""stims/images/dolphin.png"",""stims/images/porcupine.png"",""stims/images/narwhal.png"",""stims/images/lynx.png"",""stims/images/pig.png"",""stims/images/bear.png"",""stims/images/wombat.png""]",,,,,3,,,stims/images/pig.png,,,,,left,"[""stims/images/dolphin.png"",""stims/images/pig.png""]","[""stims/audio/its_dolphin.wav"",""stims/audio/its_pig.wav""]","[""dolphin"",""pig""]",1,1,stims/audio/its_pig.wav,"[""stims/images/dolphin.png"",""stims/images/pig.png""]"
coact-grid-choice-audio,96,409406,0.0-96.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,3000,,,,,,,,3,,,stims/images/pig.png,,,,,left,,,,1,,stims/audio/its_pig.wav,
coact-grid,97,414596,0.0-97.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,3883,,,"[""stims/images/armadillo.png"",""stims/images/bear.png"",""stims/images/wombat.png"",""stims/images/dolphin.png"",""stims/images/lynx.png"",""stims/images/pig.png"",""stims/images/porcupine.png"",""stims/images/narwhal.png""]",,,,,3,,,,"[1,2]","[""stims/images/bear.png"",""stims/images/wombat.png""]","[""bear"",""wombat""]","[""stims/audio/thats_bear.wav"",""stims/audio/thats_wombat.wav""]",left,"[""stims/images/bear.png"",""stims/images/wombat.png""]","[""stims/audio/thats_bear.wav"",""stims/audio/thats_wombat.wav""]","[""bear"",""wombat""]",2,,,
coact-grid-choice,98,419372,0.0-98.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,4776,,,"[""stims/images/armadillo.png"",""stims/images/bear.png"",""stims/images/wombat.png"",""stims/images/dolphin.png"",""stims/images/lynx.png"",""stims/images/pig.png"",""stims/images/porcupine.png"",""stims/images/narwhal.png""]",,,,,3,,,stims/images/wombat.png,,,,,left,"[""stims/images/bear.png"",""stims/images/wombat.png""]","[""stims/audio/thats_bear.wav"",""stims/audio/thats_wombat.wav""]","[""bear"",""wombat""]",2,1,stims/audio/thats_wombat.wav,"[""stims/images/bear.png"",""stims/images/wombat.png""]"
coact-grid-choice-audio,99,422380,0.0-99.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,3000,,,,,,,,3,,,stims/images/wombat.png,,,,,left,,,,2,,stims/audio/thats_wombat.wav,
coact-grid,100,426109,0.0-100.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,2423,,,"[""stims/images/narwhal.png"",""stims/images/bear.png"",""stims/images/armadillo.png"",""stims/images/wombat.png"",""stims/images/lynx.png"",""stims/images/porcupine.png"",""stims/images/pig.png"",""stims/images/dolphin.png""]",,,,,3,,,,"[6,7]","[""stims/images/pig.png"",""stims/images/dolphin.png""]","[""pig"",""dolphin""]","[""stims/audio/its_pig.wav"",""stims/audio/its_dolphin.wav""]",right,"[""stims/images/dolphin.png"",""stims/images/pig.png""]","[""stims/audio/its_dolphin.wav"",""stims/audio/its_pig.wav""]","[""dolphin"",""pig""]",3,,,
coact-grid-choice,101,429345,0.0-101.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,3236,,,"[""stims/images/narwhal.png"",""stims/images/bear.png"",""stims/images/armadillo.png"",""stims/images/wombat.png"",""stims/images/lynx.png"",""stims/images/porcupine.png"",""stims/images/pig.png"",""stims/images/dolphin.png""]",,,,,3,,,stims/images/dolphin.png,,,,,right,"[""stims/images/dolphin.png"",""stims/images/pig.png""]","[""stims/audio/its_dolphin.wav"",""stims/audio/its_pig.wav""]","[""dolphin"",""pig""]",3,1,stims/audio/its_pig.wav,"[""stims/images/pig.png"",""stims/images/dolphin.png""]"
coact-grid-choice-audio,102,432354,0.0-102.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,3000,,,,,,,,3,,,stims/images/dolphin.png,,,,,right,,,,3,,stims/audio/its_pig.wav,
coact-grid,103,439285,0.0-103.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,5626,,,"[""stims/images/lynx.png"",""stims/images/dolphin.png"",""stims/images/narwhal.png"",""stims/images/wombat.png"",""stims/images/bear.png"",""stims/images/pig.png"",""stims/images/armadillo.png"",""stims/images/porcupine.png""]",,,,,3,,,,"[7,6]","[""stims/images/porcupine.png"",""stims/images/armadillo.png""]","[""porcupine"",""armadillo""]","[""stims/audio/thats_porcupine.wav"",""stims/audio/thats_armadillo.wav""]",left,"[""stims/images/porcupine.png"",""stims/images/armadillo.png""]","[""stims/audio/thats_porcupine.wav"",""stims/audio/thats_armadillo.wav""]","[""porcupine"",""armadillo""]",4,,,
coact-grid-choice,104,442652,0.0-104.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,3367,,,"[""stims/images/lynx.png"",""stims/images/dolphin.png"",""stims/images/narwhal.png"",""stims/images/wombat.png"",""stims/images/bear.png"",""stims/images/pig.png"",""stims/images/armadillo.png"",""stims/images/porcupine.png""]",,,,,3,,,stims/images/armadillo.png,,,,,left,"[""stims/images/porcupine.png"",""stims/images/armadillo.png""]","[""stims/audio/thats_porcupine.wav"",""stims/audio/thats_armadillo.wav""]","[""porcupine"",""armadillo""]",4,1,stims/audio/thats_armadillo.wav,"[""stims/images/porcupine.png"",""stims/images/armadillo.png""]"
coact-grid-choice-audio,105,445660,0.0-105.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,3000,,,,,,,,3,,,stims/images/armadillo.png,,,,,left,,,,4,,stims/audio/thats_armadillo.wav,
coact-grid,106,451557,0.0-106.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,4591,,,"[""stims/images/dolphin.png"",""stims/images/pig.png"",""stims/images/narwhal.png"",""stims/images/porcupine.png"",""stims/images/armadillo.png"",""stims/images/lynx.png"",""stims/images/bear.png"",""stims/images/wombat.png""]",,,,,3,,,,"[7,3]","[""stims/images/wombat.png"",""stims/images/porcupine.png""]","[""wombat"",""porcupine""]","[""stims/audio/its_wombat.wav"",""stims/audio/its_porcupine.wav""]",right,"[""stims/images/porcupine.png"",""stims/images/wombat.png""]","[""stims/audio/its_porcupine.wav"",""stims/audio/its_wombat.wav""]","[""porcupine"",""wombat""]",5,,,
coact-grid-choice,107,456328,0.0-107.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,4771,,,"[""stims/images/dolphin.png"",""stims/images/pig.png"",""stims/images/narwhal.png"",""stims/images/porcupine.png"",""stims/images/armadillo.png"",""stims/images/lynx.png"",""stims/images/bear.png"",""stims/images/wombat.png""]",,,,,3,,,stims/images/porcupine.png,,,,,right,"[""stims/images/porcupine.png"",""stims/images/wombat.png""]","[""stims/audio/its_porcupine.wav"",""stims/audio/its_wombat.wav""]","[""porcupine"",""wombat""]",5,1,stims/audio/its_wombat.wav,"[""stims/images/wombat.png"",""stims/images/porcupine.png""]"
coact-grid-choice-audio,108,459336,0.0-108.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,3000,,,,,,,,3,,,stims/images/porcupine.png,,,,,right,,,,5,,stims/audio/its_wombat.wav,
html-button-response,109,471375,0.0-109.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,12038,,0,,,,,,,,,,,,,,,,,,,,,
coact-test-prompt,110,473339,0.0-110.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,1964,,,"[""stims/images/frog.png"",""stims/images/duck.png"",""stims/images/squirrel.png"",""stims/images/wolf.png"",""stims/images/cow.png"",""stims/images/cat.png"",""stims/images/butterfly.png"",""stims/images/horse.png""]",duck,stims/images/duck.png,familiar,practice_posttest,familiar,,,,,,,,,,,,,,,
coact-test,111,476538,0.0-111.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,486400.1733,,,"[""stims/images/frog.png"",""stims/images/duck.png"",""stims/images/squirrel.png"",""stims/images/wolf.png"",""stims/images/cow.png"",""stims/images/cat.png"",""stims/images/butterfly.png"",""stims/images/horse.png""]",duck,stims/images/duck.png,familiar,practice_posttest,familiar,stims/audio/find_duck.wav,1,stims/images/duck.png,,,,,,,,,,,,
coact-test-prompt,112,477767,0.0-112.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,1228,,,"[""stims/images/cat.png"",""stims/images/squirrel.png"",""stims/images/duck.png"",""stims/images/butterfly.png"",""stims/images/wolf.png"",""stims/images/frog.png"",""stims/images/cow.png"",""stims/images/horse.png""]",cat,stims/images/cat.png,familiar,practice_posttest,familiar,,,,,,,,,,,,,,,
coact-test,113,483048,0.0-113.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,492905.744,,,"[""stims/images/cat.png"",""stims/images/squirrel.png"",""stims/images/duck.png"",""stims/images/butterfly.png"",""stims/images/wolf.png"",""stims/images/frog.png"",""stims/images/cow.png"",""stims/images/horse.png""]",cat,stims/images/cat.png,familiar,practice_posttest,familiar,stims/audio/wheres_cat.wav,5,stims/images/frog.png,,,,,,,,,,,,
coact-test-prompt,114,486006,0.0-114.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,2958,,,"[""stims/images/narwhal.png"",""stims/images/porcupine.png"",""stims/images/bear.png"",""stims/images/pig.png"",""stims/images/dolphin.png"",""stims/images/armadillo.png"",""stims/images/wombat.png"",""stims/images/lynx.png""]",pig,stims/images/pig.png,familiar,posttest,3,,,,,,,,,,,,,,,
coact-test,115,489730,0.0-115.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,499581.5067,,,"[""stims/images/narwhal.png"",""stims/images/porcupine.png"",""stims/images/bear.png"",""stims/images/pig.png"",""stims/images/dolphin.png"",""stims/images/armadillo.png"",""stims/images/wombat.png"",""stims/images/lynx.png""]",pig,stims/images/pig.png,familiar,posttest,3,stims/audio/wheres_pig.wav,3,stims/images/pig.png,,,,,,,,,,,,
coact-test-prompt,116,491168,0.0-116.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,1437,,,"[""stims/images/wombat.png"",""stims/images/lynx.png"",""stims/images/bear.png"",""stims/images/narwhal.png"",""stims/images/porcupine.png"",""stims/images/dolphin.png"",""stims/images/armadillo.png"",""stims/images/pig.png""]",armadillo,stims/images/armadillo.png,somewhat unfamiliar,posttest,3,,,,,,,,,,,,,,,
coact-test,117,498938,0.0-117.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,508784.344,,,"[""stims/images/wombat.png"",""stims/images/lynx.png"",""stims/images/bear.png"",""stims/images/narwhal.png"",""stims/images/porcupine.png"",""stims/images/dolphin.png"",""stims/images/armadillo.png"",""stims/images/pig.png""]",armadillo,stims/images/armadillo.png,somewhat unfamiliar,posttest,3,stims/audio/wheres_armadillo.wav,3,stims/images/narwhal.png,,,,,,,,,,,,
coact-test-prompt,118,500288,0.0-118.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,1348,,,"[""stims/images/lynx.png"",""stims/images/bear.png"",""stims/images/pig.png"",""stims/images/armadillo.png"",""stims/images/narwhal.png"",""stims/images/dolphin.png"",""stims/images/porcupine.png"",""stims/images/wombat.png""]",wombat,stims/images/wombat.png,unfamiliar,posttest,3,,,,,,,,,,,,,,,
coact-test,119,504239,0.0-119.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,514077.224,,,"[""stims/images/lynx.png"",""stims/images/bear.png"",""stims/images/pig.png"",""stims/images/armadillo.png"",""stims/images/narwhal.png"",""stims/images/dolphin.png"",""stims/images/porcupine.png"",""stims/images/wombat.png""]",wombat,stims/images/wombat.png,unfamiliar,posttest,3,stims/audio/find_wombat.wav,3,stims/images/armadillo.png,,,,,,,,,,,,
coact-test-prompt,120,505582,0.0-120.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,1342,,,"[""stims/images/porcupine.png"",""stims/images/lynx.png"",""stims/images/dolphin.png"",""stims/images/narwhal.png"",""stims/images/pig.png"",""stims/images/bear.png"",""stims/images/wombat.png"",""stims/images/armadillo.png""]",porcupine,stims/images/porcupine.png,somewhat familiar,posttest,3,,,,,,,,,,,,,,,
coact-test,121,509244,0.0-121.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,519075.928,,,"[""stims/images/porcupine.png"",""stims/images/lynx.png"",""stims/images/dolphin.png"",""stims/images/narwhal.png"",""stims/images/pig.png"",""stims/images/bear.png"",""stims/images/wombat.png"",""stims/images/armadillo.png""]",porcupine,stims/images/porcupine.png,somewhat familiar,posttest,3,stims/audio/find_porcupine.wav,0,stims/images/porcupine.png,,,,,,,,,,,,
coact-test-prompt,122,509587,0.0-122.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,342,,,"[""stims/images/bear.png"",""stims/images/lynx.png"",""stims/images/narwhal.png"",""stims/images/armadillo.png"",""stims/images/dolphin.png"",""stims/images/wombat.png"",""stims/images/pig.png"",""stims/images/porcupine.png""]",bear,stims/images/bear.png,familiar,posttest,3,,,,,,,,,,,,,,,
coact-test,123,514847,0.0-123.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,524675.9253,,,"[""stims/images/bear.png"",""stims/images/lynx.png"",""stims/images/narwhal.png"",""stims/images/armadillo.png"",""stims/images/dolphin.png"",""stims/images/wombat.png"",""stims/images/pig.png"",""stims/images/porcupine.png""]",bear,stims/images/bear.png,familiar,posttest,3,stims/audio/find_bear.wav,0,stims/images/bear.png,,,,,,,,,,,,
coact-test-prompt,124,515588,0.0-124.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,739,,,"[""stims/images/dolphin.png"",""stims/images/pig.png"",""stims/images/lynx.png"",""stims/images/narwhal.png"",""stims/images/porcupine.png"",""stims/images/bear.png"",""stims/images/armadillo.png"",""stims/images/wombat.png""]",dolphin,stims/images/dolphin.png,somewhat familiar,posttest,3,,,,,,,,,,,,,,,
coact-test,125,522734,0.0-125.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,532556.9253,,,"[""stims/images/dolphin.png"",""stims/images/pig.png"",""stims/images/lynx.png"",""stims/images/narwhal.png"",""stims/images/porcupine.png"",""stims/images/bear.png"",""stims/images/armadillo.png"",""stims/images/wombat.png""]",dolphin,stims/images/dolphin.png,somewhat familiar,posttest,3,stims/audio/wheres_dolphin.wav,0,stims/images/dolphin.png,,,,,,,,,,,,
coact-test-prompt,126,524028,0.0-126.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,1293,,,"[""stims/images/porcupine.png"",""stims/images/dolphin.png"",""stims/images/pig.png"",""stims/images/lynx.png"",""stims/images/bear.png"",""stims/images/armadillo.png"",""stims/images/wombat.png"",""stims/images/narwhal.png""]",narwhal,stims/images/narwhal.png,unfamiliar,posttest,3,,,,,,,,,,,,,,,
coact-test,127,528887,0.0-127.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,538701.4827,,,"[""stims/images/porcupine.png"",""stims/images/dolphin.png"",""stims/images/pig.png"",""stims/images/lynx.png"",""stims/images/bear.png"",""stims/images/armadillo.png"",""stims/images/wombat.png"",""stims/images/narwhal.png""]",narwhal,stims/images/narwhal.png,unfamiliar,posttest,3,stims/audio/wheres_narwhal.wav,7,stims/images/narwhal.png,,,,,,,,,,,,
coact-test-prompt,128,530399,0.0-128.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,1511,,,"[""stims/images/wombat.png"",""stims/images/armadillo.png"",""stims/images/pig.png"",""stims/images/porcupine.png"",""stims/images/lynx.png"",""stims/images/narwhal.png"",""stims/images/bear.png"",""stims/images/dolphin.png""]",lynx,stims/images/lynx.png,somewhat unfamiliar,posttest,3,,,,,,,,,,,,,,,
coact-test,129,534568,0.0-129.0,p003,P003,ap,"[[""active"",""active""],[""passive"",""active""]]","[""all_active"",""passive_caregiver_active_child""]",,,,,,544377.112,,,"[""stims/images/wombat.png"",""stims/images/armadillo.png"",""stims/images/pig.png"",""stims/images/porcupine.png"",""stims/images/lynx.png"",""stims/images/narwhal.png"",""stims/images/bear.png"",""stims/images/dolphin.png""]",lynx,stims/images/lynx.png,somewhat unfamiliar,posttest,3,stims/audio/find_lynx.wav,5,stims/images/narwhal.png,,,,,,,,,,,,